name,id
Adirondack Express,39629644
North Quad,39629645
Straight Brook Quad,39629646
High Peaks,39629647
Topridge Triple,39629648
Northwoods Gondola,39629649
Village Chair,137720822
Hudson Chair,137720828
Burnt Ridge Quad,184393260
Sunway,252218568
J-Bar,256580655
Bear Cub,256580656
