name,id
Disney Express,10476799
Village Gondola,10481255
Mount Lincoln Express,38805677
Jerome Hill Express,38805859
Mount Judah Express,38805860
Christmas Tree Express,51939106
Summit Chair,51939354
Nob Hill,258161905
White Pine,258162119
Flume,258162121
Meadow,258164121
 _0,258164122
Crow's Peak Lift,271959657
