name,id
Argentine,17143856
Discovery,17143975
A-51,17143979
Peru Express,17143983
Montezuma Express,17144349
River Run Gondola,67566953
Summit Express,99979746
Outback Express,99979747
Santiago Express,99979748
Ruby Express,99979749
Wayback,99979750
Ranger,103287339
Outpost Gondola,103287821
 _8,258685059
 _9,258685060
 _10,258685061
 _11,258685915
 _12,258685916
