name,id
Red Lady Express Lift,17057615
Peachtree Lift,17058121
West Wall Lift,17060861
Paradise Express Lift,17063449
Silver Queen Express Lift,17065569
North Face Lift,139860353
Gold Link LIft,139860357
Prospect Lift,139860358
Painter Boy Lift,139860361
East River Express Lift,139862062
The High Lift,139943658
Aspen Carpet,258658749
Pine Carpet,258658750
 _3,546375318
Tecoli Lift,771419035
