name,id
Gate House Express Quad,19723217
Summit Quad,32220826
Green Mountain Express Quad,32220836
North Ridge Express Quad,32220900
Sunshine Quad,32220921
Inverness Quad,32221009
Village Quad,32584083
North Lynx Triple,32585146
Heaven's Gate Triple,44972460
Castlerock Double,44972462
Welcome Mat,44972464
Valley House Quad,44972466
Super Bravo Express Quad,44972468
Slide Brook Express Quad,44992147
Sun Kid Teaching Lift,235487980
Tommy's Toy,235497470
GMVS T-Bar,235499055
GMVS Poma,235499057
