name,id
Pierre's Knob,97509611
Virginia City,97509612
Deer Park Tow,97510911
Bridger,98064889
Sunnyside,352893088
Schlasman's,98247837
Powder Park,809976808
Ski Patrol Poma Lift,428087163
Alpine,428090735
Snow Flake,809968900
