name,id
Storm King,31533331
Timberline Express,48031577
American Flyer,146976143
Excelerator,48031625
Resolution,48031626
American Eagle,48031627
Woodward Express,48031628
Alpine,48031629
Sierra,54672536
Kokomo,54672537
Rendezvous,54672538
Mountain Chief,55654976
Lumberjack,55654978
Blackjack,55654979
Super Bee,55654981
Slingshot,55660820
Pitchfork,87103619
Gem,87103621
Easy Rider,87104448
Stinger,258694153
Celebrity Ridge,463793114
Three Bears,771416855
