name,id
Tahoe Zephyr Express,38805255
Comstock Express,38805256
Vista Express,38805258
Village Express,38805259
Backside Express,38805260
Arrow Express,38805369
Rendezvous,155736418
Big Springs Express Gondola,169463599
Martis Camp Express,186659601
Highlands Gondola,186659602
Timberline Triple,186659603
Promised Land Express,215895708
Lookout Link,216067714
The Big Easy,216078142
 _0,258155606
 _1,258155608
Little Dipper,258156012
Big Dipper,258156013
Pegasus,258156014
Ursa Major,258156015
