name,id
Gadzoom,10124737
Aerial Tram,10125080
Baldy,31845480
Mineral Basin,31845481
Peruvian,31845482
Little Cloud,31845483
Gad 2,31845484
Peruvian Tunnel,31845485
Wilbere Lift,137670513
Mid-Gad Lift,137670515
Chickadee Lift,137691201
Baby Thunder,137734920
Conveyor #2,976539206
Conveyor #3,976562095
