name,id
Summit Express Gondola,143938365
Bridge Chair,144039014
Caribou Express,183431991
Timberwolf Chair,183431992
Ullr Char,183431994
Mystery Mountain Chair,183433730
 _0,256875321
10th Mountain Chair,256875322
