name,id
Drummer Boy Quad,153641293
Exhibition Quad,153641294
Ramrod Triple,153641297
Minuteman Quad,153641300
Fife &amp; Drum,153641302
Snow Tubing Lift,256717306
J-Bar,256717307
Magic Mountain,256717308
Revere's Ride,256717309
