name,id
Alpine Quad,256655964
Dipsy Quad,256655965
First Class Carpet,256655966
First Class Quad,256655967
Snow Cat Alley,256655968
Boulder Ridge Carpet,256656001
Eastwind Quad,256656002
Strata Quad,256656003
Terrain Park J-Bar,670049360
