name,id
Raven Lift,17096076
D. Boyce Lift,17096079
Treasure Stoke Chairlift,138622382
Bonanza Chair,138622384
Nova Lift,258649229
 _0,258649230
Alberta Lift,258650172
Elma Lift,685996699
Lynx Lift,685996703
Charity Jane Express,900528149
