trail_id,for_display,lat,lon,elevation,slope,index
185246881,True,42.16498640,-73.48491430,477.24,0.00,0
185246881,True,42.16508840,-73.48489740,475.84,-6.98,1
185246881,True,42.16518620,-73.48488900,474.93,-4.77,2
185246881,True,42.16529230,-73.48487220,473.98,-4.57,3
185246881,True,42.16541500,-73.48483010,472.63,-5.48,4
185246881,True,42.16552120,-73.48478230,471.46,-5.37,5
185246881,True,42.16558360,-73.48474585,470.79,-5.06,6
185246881,True,42.16564600,-73.48470940,469.97,-6.19,7
185246881,True,42.16575210,-73.48466160,468.59,-6.33,8
185246881,True,42.16585200,-73.48463080,467.33,-6.31,9
185246881,True,42.16590310,-73.48462460,466.76,-5.71,10
185246881,True,42.16596850,-73.48461670,466.06,-5.48,11
185246881,True,42.16605695,-73.48463355,465.57,-2.82,12
185246881,True,42.16614540,-73.48465040,465.19,-2.19,13
185246881,True,42.16624320,-73.48468130,464.74,-2.31,14
185246881,True,42.16634100,-73.48471220,463.86,-4.50,15
185246881,True,42.16645750,-73.48477255,462.74,-4.61,16
185246881,True,42.16657400,-73.48483290,461.32,-5.84,17
185246881,True,42.16667180,-73.48490165,459.80,-7.07,18
185246881,True,42.16676960,-73.48497040,457.82,-9.17,19
185246881,True,42.16688090,-73.48505605,455.29,-10.07,20
185246881,True,42.16699220,-73.48514170,453.95,-5.37,21
185246881,True,42.16708275,-73.48520765,453.02,-4.65,22
185246881,True,42.16717330,-73.48527360,451.87,-5.74,23
185246881,True,42.16727005,-73.48534100,450.31,-7.34,24
185246881,True,42.16736680,-73.48540840,448.32,-9.33,25
185246881,True,42.16746145,-73.48547015,446.55,-8.61,26
185246881,True,42.16755610,-73.48553190,445.88,-3.28,27
185246881,True,42.16763520,-73.48556840,445.40,-2.96,28
185246881,True,42.16772260,-73.48557680,444.74,-3.88,29
185246881,True,42.16779120,-73.48554870,443.97,-5.52,30
185246881,True,42.16785990,-73.48547850,442.65,-7.84,31
185246881,True,42.16792850,-73.48536340,440.68,-9.19,32
185246881,True,42.16799510,-73.48527360,438.92,-9.54,33
185246881,True,42.16808460,-73.48516690,436.14,-11.82,34
185246881,True,42.16818650,-73.48505460,432.29,-14.74,35
185246881,True,42.16828640,-73.48496200,427.72,-18.73,36
185246881,True,42.16837170,-73.48490310,423.93,-19.58,37
185246881,True,42.16845700,-73.48487500,420.86,-17.45,38
185246881,True,42.16856310,-73.48486940,418.14,-12.97,39
185246881,True,42.16866930,-73.48489740,415.82,-10.91,40
185246881,True,42.16875560,-73.48494935,414.49,-7.21,41
185246881,True,42.16884190,-73.48500130,413.02,-7.96,42
185246881,True,42.16893035,-73.48506165,410.69,-11.94,43
185246881,True,42.16901880,-73.48512200,407.73,-15.03,44
185246881,True,42.16908330,-73.48517675,406.45,-8.59,45
185246881,True,42.16914780,-73.48523150,405.11,-8.99,46
185246881,True,42.16920815,-73.48530030,404.18,-6.04,47
185246881,True,42.16926850,-73.48536910,403.44,-4.81,48
185246881,True,42.16932675,-73.48544345,402.76,-4.36,49
185246881,True,42.16938500,-73.48551780,402.15,-3.91,50
185246881,True,42.16943280,-73.48559930,401.62,-3.54,51
185246881,True,42.16947860,-73.48569190,401.18,-2.75,52
185246881,True,42.16952020,-73.48576770,400.46,-5.29,53
185246881,True,42.16956600,-73.48582100,399.39,-9.04,54
185246881,True,42.16962220,-73.48584910,397.34,-17.10,55
185246881,True,42.16968880,-73.48586590,394.77,-18.84,56
185246881,True,42.16975330,-73.48586310,392.35,-18.64,57
185246881,True,42.16981150,-73.48583510,391.30,-8.69,58
185246881,True,42.16985940,-73.48577890,390.58,-5.82,59
185246881,True,42.16989060,-73.48570310,390.23,-2.80,60
185246881,True,42.16990930,-73.48562170,389.73,-4.07,61
185246881,True,42.16991760,-73.48553750,388.99,-6.03,62
185246881,True,42.16991550,-73.48545330,388.00,-8.11,63
185246881,True,42.16991140,-73.48530730,386.01,-9.38,64
185246881,True,42.16991140,-73.48516410,383.76,-10.79,65
185246881,True,42.16990825,-73.48505605,382.35,-8.99,66
185246881,True,42.16990510,-73.48494800,380.88,-9.37,67
185246881,True,42.16989890,-73.48482165,379.02,-10.11,68
185246881,True,42.16989270,-73.48469530,376.76,-12.22,69
185246881,True,42.16988955,-73.48456620,374.12,-13.93,70
185246881,True,42.16988640,-73.48443710,371.54,-13.62,71
185246881,True,42.16988955,-73.48432060,369.59,-11.47,72
185246881,True,42.16989270,-73.48420410,367.35,-13.12,73
185246881,True,42.16990310,-73.48404690,363.30,-17.30,74
185246881,True,42.16989680,-73.48395980,361.51,-13.94,75
185246881,True,42.16986980,-73.48385320,359.95,-9.54,76
185246881,True,42.16982190,-73.48370440,358.95,-4.28,77
185246881,True,42.16977610,-73.48356680,358.11,-3.87,78
185246881,True,42.16974385,-73.48345735,356.97,-6.70,79
185246881,True,42.16971160,-73.48334790,355.07,-11.07,80
185246881,True,42.16967730,-73.48324120,353.16,-11.27,81
185246881,True,42.16964300,-73.48313450,351.83,-7.90,82
185246881,True,42.16961600,-73.48304670,350.80,-7.49,83
185246881,True,42.16957220,-73.48290430,349.10,-7.62,84
185246881,True,42.16953690,-73.48277520,347.38,-8.62,85
185246881,True,42.16952230,-73.48263200,344.77,-12.36,86
185246881,True,42.16952230,-73.48252810,342.96,-11.94,87
185246881,True,42.16949730,-73.48241870,341.56,-8.44,88
185246881,True,42.16945160,-73.48227830,340.19,-6.19,89
185246881,True,42.16940580,-73.48211830,338.82,-5.54,90
185246881,True,42.16939750,-73.48199480,337.55,-7.08,91
185246881,True,42.16941410,-73.48186840,335.80,-9.39,92
185246881,True,42.16943910,-73.48177295,333.96,-12.44,93
185246881,True,42.16946410,-73.48167750,332.19,-11.98,94
185246881,True,42.16950465,-73.48159890,330.74,-10.41,95
185246881,True,42.16954520,-73.48152030,329.45,-9.28,96
185246881,True,42.16962840,-73.48142210,327.58,-8.65,97
185246881,True,42.16971370,-73.48135750,326.15,-7.49,98
185246881,True,42.16981360,-73.48129010,324.83,-6.07,99
185246881,True,42.16990310,-73.48122840,323.76,-5.47,100
185246881,True,42.16997380,-73.48112730,321.59,-10.73,101
185246881,True,42.17003410,-73.48099260,318.37,-13.94,102
185246881,True,42.17006740,-73.48091120,316.54,-13.43,103
185246881,True,42.17010070,-73.48082980,314.53,-14.70,104
185246881,True,42.17013295,-73.48073855,312.40,-14.34,105
185246881,True,42.17016520,-73.48064730,310.12,-15.31,106
185246881,True,42.17018810,-73.48053780,307.65,-14.76,107
