,trail_id,for_display,lat,lon,elevation,slope
0,260169653,True,43.86997450,-71.09097640,180.38,0.00
1,260169653,True,43.86989240,-71.09084490,177.28,-12.53
2,260169653,True,43.86983750,-71.09078460,175.63,-11.96
3,260169653,True,43.86977215,-71.09071285,173.94,-10.33
4,260169653,True,43.86970680,-71.09064110,172.60,-8.23
5,260169653,True,43.86966618,-71.09056600,171.42,-8.91
6,260169653,True,43.86962555,-71.09049090,170.45,-7.34
7,260169653,True,43.86958492,-71.09041580,169.72,-5.54
8,260169653,True,43.86954430,-71.09034070,168.96,-5.77
9,260169653,True,43.86948437,-71.09026827,168.24,-4.66
10,260169653,True,43.86942445,-71.09019585,167.46,-5.04
11,260169653,True,43.86936452,-71.09012343,166.70,-4.91
12,260169653,True,43.86930460,-71.09005100,166.11,-3.82
13,260169653,True,43.86921565,-71.08992760,164.15,-7.98
14,260169653,True,43.86912670,-71.08980420,161.72,-9.85
15,260169653,True,43.86905705,-71.08975595,160.20,-9.96
16,260169653,True,43.86898740,-71.08970770,158.69,-9.89
17,260169653,True,43.86892170,-71.08964330,157.32,-8.71
18,260169653,True,43.86885600,-71.08957890,156.16,-7.39
19,260169653,True,43.86880955,-71.08949845,154.30,-12.69
20,260169653,True,43.86876310,-71.08941800,152.09,-14.97
21,260169653,True,43.86866260,-71.08931070,148.77,-13.25
22,260169653,True,43.86860340,-71.08927370,147.94,-6.56
0,260169654,True,43.87284470,-71.09260710,232.43,0.00
1,260169654,True,43.87272670,-71.09254810,229.99,-9.92
2,260169654,True,43.87265325,-71.09253470,228.70,-8.90
3,260169654,True,43.87257980,-71.09252130,227.33,-9.44
4,260169654,True,43.87248020,-71.09252130,225.16,-11.09
5,260169654,True,43.87238060,-71.09252130,223.36,-9.23
6,260169654,True,43.87226555,-71.09251055,221.65,-7.60
7,260169654,True,43.87215050,-71.09249980,219.66,-8.82
8,260169654,True,43.87206252,-71.09249242,218.13,-8.87
9,260169654,True,43.87197455,-71.09248505,216.36,-10.24
10,260169654,True,43.87188657,-71.09247767,214.92,-8.36
11,260169654,True,43.87179860,-71.09247030,213.46,-8.47
12,260169654,True,43.87172705,-71.09246560,212.00,-10.39
13,260169654,True,43.87165550,-71.09246090,210.65,-9.62
14,260169654,True,43.87158395,-71.09245620,209.15,-10.67
15,260169654,True,43.87151240,-71.09245150,207.50,-11.70
16,260169654,True,43.87144473,-71.09245352,206.13,-10.32
17,260169654,True,43.87137705,-71.09245555,205.24,-6.74
18,260169654,True,43.87130937,-71.09245757,204.32,-6.97
19,260169654,True,43.87124170,-71.09245960,203.26,-8.02
20,260169654,True,43.87112960,-71.09247570,201.12,-9.69
0,260169656,True,43.87430870,-71.09079130,209.38,0.00
1,260169656,True,43.87428550,-71.09073760,209.09,-3.31
2,260169656,True,43.87427390,-71.09057670,206.64,-10.70
3,260169656,True,43.87426230,-71.09041580,202.79,-16.54
4,260169656,True,43.87427390,-71.09027630,198.72,-19.88
5,260169656,True,43.87428550,-71.09013680,194.65,-19.88
6,260169656,True,43.87431390,-71.08995735,187.89,-24.66
7,260169656,True,43.87434230,-71.08977790,180.64,-26.21
8,260169656,True,43.87436030,-71.08964085,175.61,-24.25
9,260169656,True,43.87437830,-71.08950380,171.40,-20.66
10,260169656,True,43.87439375,-71.08937505,168.32,-16.40
11,260169656,True,43.87440920,-71.08924630,165.98,-12.61
12,260169656,True,43.87441695,-71.08906395,164.11,-7.28
13,260169656,True,43.87442470,-71.08888160,162.80,-5.11
14,260169656,True,43.87440920,-71.08874210,161.77,-5.20
15,260169656,True,43.87444020,-71.08857040,160.73,-4.19
0,260169657,True,43.87284690,-71.09143500,241.04,0.00
1,260169657,True,43.87289465,-71.09152380,240.31,-4.70
2,260169657,True,43.87294240,-71.09161260,239.40,-5.85
3,260169657,True,43.87301070,-71.09168475,238.41,-5.92
4,260169657,True,43.87307900,-71.09175690,237.99,-2.52
5,260169657,True,43.87316020,-71.09181590,237.74,-1.41
6,260169657,True,43.87324140,-71.09187490,237.52,-1.24
7,260169657,True,43.87331620,-71.09191540,237.18,-2.18
8,260169657,True,43.87339100,-71.09195590,236.78,-2.57
9,260169657,True,43.87351340,-71.09196905,236.29,-2.06
10,260169657,True,43.87363580,-71.09198220,235.58,-2.98
11,260169657,True,43.87370540,-71.09202780,234.91,-4.48
12,260169657,True,43.87377500,-71.09207340,234.15,-5.07
13,260169657,True,43.87384460,-71.09211900,233.38,-5.14
14,260169657,True,43.87391420,-71.09216460,232.81,-3.81
15,260169657,True,43.87399675,-71.09221850,232.38,-2.43
16,260169657,True,43.87407930,-71.09227240,232.22,-0.90
17,260169657,True,43.87417985,-71.09233945,232.00,-1.02
18,260169657,True,43.87428040,-71.09240650,231.69,-1.43
19,260169657,True,43.87437190,-71.09243575,231.06,-3.45
20,260169657,True,43.87446340,-71.09246500,230.37,-3.78
21,260169657,True,43.87454595,-71.09249475,229.54,-5.00
22,260169657,True,43.87462850,-71.09252450,228.79,-4.52
23,260169657,True,43.87473290,-71.09259425,227.74,-4.66
24,260169657,True,43.87483730,-71.09266400,226.07,-7.38
25,260169657,True,43.87491075,-71.09272300,224.86,-7.31
26,260169657,True,43.87498420,-71.09278200,223.67,-7.19
27,260169657,True,43.87507180,-71.09279515,222.48,-6.93
28,260169657,True,43.87515940,-71.09280830,221.41,-6.23
29,260169657,True,43.87526770,-71.09281905,220.43,-4.64
30,260169657,True,43.87537600,-71.09282980,219.61,-3.89
31,260169657,True,43.87546108,-71.09280833,218.77,-4.99
32,260169657,True,43.87554615,-71.09278685,217.56,-7.17
33,260169657,True,43.87563123,-71.09276537,216.18,-8.17
34,260169657,True,43.87571630,-71.09274390,215.00,-7.00
35,260169657,True,43.87577815,-71.09259370,213.75,-5.15
36,260169657,True,43.87584000,-71.09244350,212.34,-5.81
37,260169657,True,43.87589165,-71.09235295,211.14,-7.39
38,260169657,True,43.87594330,-71.09226240,210.20,-5.80
39,260169657,True,43.87598445,-71.09218130,209.42,-5.60
40,260169657,True,43.87602560,-71.09210020,208.72,-5.03
41,260169657,True,43.87602945,-71.09197680,207.80,-5.31
42,260169657,True,43.87603330,-71.09185340,207.05,-4.33
43,260169657,True,43.87602945,-71.09175685,206.44,-4.50
44,260169657,True,43.87602560,-71.09166030,205.64,-5.89
45,260169657,True,43.87602175,-71.09156375,204.72,-6.77
46,260169657,True,43.87601790,-71.09146720,203.89,-6.11
47,260169657,True,43.87601400,-71.09129020,202.63,-5.07
48,260169657,True,43.87601010,-71.09111320,201.35,-5.15
49,260169657,True,43.87598690,-71.09098980,200.51,-4.70
50,260169657,True,43.87596370,-71.09086640,199.47,-5.81
51,260169657,True,43.87590960,-71.09074300,197.99,-7.29
52,260169657,True,43.87585550,-71.09061960,196.61,-6.80
53,260169657,True,43.87580135,-71.09053915,195.57,-6.72
54,260169657,True,43.87574720,-71.09045870,193.83,-11.16
55,260169657,True,43.87568530,-71.09035140,191.21,-13.38
56,260169657,True,43.87562340,-71.09024410,188.24,-15.09
57,260169657,True,43.87555770,-71.09015290,185.26,-16.08
58,260169657,True,43.87549200,-71.09006170,182.64,-14.23
59,260169657,True,43.87538360,-71.08997630,181.01,-6.71
60,260169657,True,43.87534110,-71.08986345,178.86,-11.90
61,260169657,True,43.87529860,-71.08975060,176.76,-11.63
62,260169657,True,43.87524725,-71.08965700,175.11,-9.93
63,260169657,True,43.87519590,-71.08956340,173.50,-9.69
64,260169657,True,43.87513510,-71.08947995,172.25,-7.49
65,260169657,True,43.87507430,-71.08939650,170.82,-8.55
66,260169657,True,43.87502510,-71.08931400,169.56,-8.35
67,260169657,True,43.87497590,-71.08923150,168.28,-8.48
0,260169658,True,43.87294160,-71.09298000,230.33,0.00
1,260169658,True,43.87293280,-71.09311730,229.86,-2.44
2,260169658,True,43.87288350,-71.09322860,229.49,-2.02
3,260169658,True,43.87283420,-71.09333990,229.18,-1.70
4,260169658,True,43.87277230,-71.09344720,228.62,-2.91
5,260169658,True,43.87274275,-71.09353945,228.19,-3.04
6,260169658,True,43.87271320,-71.09363170,227.77,-2.97
7,260169658,True,43.87269480,-71.09376985,227.30,-2.39
8,260169658,True,43.87267640,-71.09390800,226.59,-3.61
9,260169658,True,43.87263970,-71.09407960,225.00,-6.32
10,260169658,True,43.87259250,-71.09417890,223.86,-6.82
11,260169658,True,43.87254530,-71.09427820,222.74,-6.70
12,260169658,True,43.87247320,-71.09432940,221.04,-10.69
13,260169658,True,43.87240110,-71.09438060,219.16,-11.79
14,260169658,True,43.87233535,-71.09441280,217.23,-13.98
15,260169658,True,43.87226960,-71.09444500,214.89,-16.79
16,260169658,True,43.87220385,-71.09447720,213.00,-13.70
17,260169658,True,43.87213810,-71.09450940,211.52,-10.81
18,260169658,True,43.87206325,-71.09452250,210.16,-9.21
19,260169658,True,43.87198840,-71.09453560,208.65,-10.20
20,260169658,True,43.87191105,-71.09453560,206.68,-12.90
21,260169658,True,43.87183370,-71.09453560,204.84,-12.08
22,260169658,True,43.87174090,-71.09453560,202.92,-10.54
23,260169658,True,43.87164810,-71.09453560,201.24,-9.25
24,260169658,True,43.87156305,-71.09451415,200.06,-7.00
25,260169658,True,43.87147800,-71.09449270,199.01,-6.23
26,260169658,True,43.87139080,-71.09444305,198.10,-4.96
27,260169658,True,43.87130360,-71.09439340,197.04,-5.77
28,260169658,True,43.87119720,-71.09434520,195.36,-7.69
29,260169658,True,43.87108320,-71.09429960,193.04,-9.97
30,260169658,True,43.87101745,-71.09427410,191.81,-9.20
31,260169658,True,43.87095170,-71.09424860,190.52,-9.64
32,260169658,True,43.87084920,-71.09415470,188.21,-9.60
33,260169658,True,43.87078190,-71.09399920,186.83,-5.42
34,260169658,True,43.87074845,-71.09388950,186.43,-2.40
35,260169658,True,43.87071500,-71.09377980,186.15,-1.68
36,260169658,True,43.87067495,-71.09369100,185.69,-3.14
37,260169658,True,43.87063490,-71.09360220,185.42,-1.84
38,260169658,True,43.87056110,-71.09347610,184.50,-4.04
39,260169658,True,43.87044890,-71.09338490,182.51,-7.84
40,260169658,True,43.87036580,-71.09330710,181.29,-6.25
41,260169658,True,43.87030390,-71.09322130,180.38,-5.34
42,260169658,True,43.87026830,-71.09310600,179.54,-4.78
43,260169658,True,43.87023270,-71.09299070,178.99,-3.13
44,260169658,True,43.87017355,-71.09286190,177.67,-6.15
45,260169658,True,43.87011440,-71.09273310,176.05,-7.54
46,260169658,True,43.87003995,-71.09258425,175.18,-3.43
47,260169658,True,43.86996550,-71.09243540,174.83,-1.38
0,260169659,True,43.87297840,-71.09274390,232.40,0.00
1,260169659,True,43.87290090,-71.09278950,230.83,-9.52
2,260169659,True,43.87282340,-71.09283510,229.40,-8.69
3,260169659,True,43.87274605,-71.09285385,228.55,-5.56
4,260169659,True,43.87266870,-71.09287260,227.71,-5.50
5,260169659,True,43.87258265,-71.09290750,226.75,-5.50
6,260169659,True,43.87249660,-71.09294240,225.62,-6.47
7,260169659,True,43.87237190,-71.09297590,223.30,-9.33
8,260169659,True,43.87224720,-71.09300940,220.47,-11.33
9,260169659,True,43.87214280,-71.09301745,218.46,-9.81
